playlist_priority,playlist_id,playlist_title,playlist_processing_mode,playlist_position,video_id,video_title,canonical_video_url,is_duplicate,primary_playlist_id,primary_playlist_title,primary_transcript_path,metadata_status,caption_type,caption_language,caption_status,raw_segment_count,raw_word_count,cleaned_word_count,transcript_status,error_type,error_message,processed_at
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,2,zcHfKVEHGec,Marketing Strategy | The Putting All Your Eggs in One Basket,https://www.youtube.com/watch?v=zcHfKVEHGec,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/02-marketing-strategy-the-putting-all-your-eggs-in-one-basket--zcHfKVEHGec.md,success,auto-generated,en,success,43,295,295,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,3,DShTpQgHHZ8,Marketing Strategy | How to Build a Million Dollar Network,https://www.youtube.com/watch?v=DShTpQgHHZ8,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/03-marketing-strategy-how-to-build-a-million-dollar-network--DShTpQgHHZ8.md,success,manual,en,success,28,442,442,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,4,zWshR40-wDc,The 3 Things You Need for Marketing Success,https://www.youtube.com/watch?v=zWshR40-wDc,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/04-the-3-things-you-need-for-marketing-success--zWshR40-wDc.md,success,auto-generated,en,success,52,350,350,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,5,QxXSHJ6HJHQ,Marketing Strategy |  Marketing Lessons From a Stove,https://www.youtube.com/watch?v=QxXSHJ6HJHQ,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/05-marketing-strategy-marketing-lessons-from-a-stove--QxXSHJ6HJHQ.md,success,auto-generated,en,success,51,353,353,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,6,D0mkoQORVNQ,The Secrets to Rewiring your Marketing Brain,https://www.youtube.com/watch?v=D0mkoQORVNQ,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/06-the-secrets-to-rewiring-your-marketing-brain--D0mkoQORVNQ.md,success,auto-generated,en,success,56,386,386,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,7,dlnDX7l7KiU,Marketing Strategy | Your Price Dictates Your Customers,https://www.youtube.com/watch?v=dlnDX7l7KiU,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/07-marketing-strategy-your-price-dictates-your-customers--dlnDX7l7KiU.md,success,auto-generated,en,success,59,384,384,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,8,qWVjj1mgsWI,The Worst Business Growth Strategy Ever,https://www.youtube.com/watch?v=qWVjj1mgsWI,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/08-the-worst-business-growth-strategy-ever--qWVjj1mgsWI.md,success,auto-generated,en,success,59,399,399,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,9,79bgttN9P5c,Marketing Strategy | The Most Expensive Advice You'll Ever Receive,https://www.youtube.com/watch?v=79bgttN9P5c,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/09-marketing-strategy-the-most-expensive-advice-you-ll-ever-receive--79bgttN9P5c.md,success,auto-generated,en,success,58,385,385,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,10,YI4dfNyqTFE,The Death of Mass Marketing,https://www.youtube.com/watch?v=YI4dfNyqTFE,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/10-the-death-of-mass-marketing--YI4dfNyqTFE.md,success,auto-generated,en,success,43,281,281,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,11,PsLr3y__7bc,My New Content Marketing Strategy,https://www.youtube.com/watch?v=PsLr3y__7bc,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/11-my-new-content-marketing-strategy--PsLr3y__7bc.md,success,auto-generated,en,success,46,276,276,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,12,UeO0ogZnqaY,Content Depth vs Content Breadth,https://www.youtube.com/watch?v=UeO0ogZnqaY,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/12-content-depth-vs-content-breadth--UeO0ogZnqaY.md,success,auto-generated,en,success,49,312,312,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,13,zf27TDUpzNM,Positive Mental Attitude (Marketing Strategy),https://www.youtube.com/watch?v=zf27TDUpzNM,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/13-positive-mental-attitude-marketing-strategy--zf27TDUpzNM.md,success,auto-generated,en,success,77,495,495,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,14,Vkk5z9Uf-NE,Marketing Strategy | Pick Your Marketing Gurus Carefully,https://www.youtube.com/watch?v=Vkk5z9Uf-NE,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/14-marketing-strategy-pick-your-marketing-gurus-carefully--Vkk5z9Uf-NE.md,success,auto-generated,en,success,56,388,388,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,15,gPrMUwdB-7s,How to Create an Authentic (and Congruent) Marketing Strategy,https://www.youtube.com/watch?v=gPrMUwdB-7s,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/15-how-to-create-an-authentic-and-congruent-marketing-strategy--gPrMUwdB-7s.md,success,auto-generated,en,success,31,203,203,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,16,82kTionerNc,Marketing Differentiation and the Importance of Being Remarkable,https://www.youtube.com/watch?v=82kTionerNc,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/16-marketing-differentiation-and-the-importance-of-being-remarkable--82kTionerNc.md,success,auto-generated,en,success,53,346,346,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,17,a61_Dbw06uM,The Marketing Strategy of Care and Create,https://www.youtube.com/watch?v=a61_Dbw06uM,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/17-the-marketing-strategy-of-care-and-create--a61_Dbw06uM.md,success,auto-generated,en,success,71,482,482,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,18,wv9heJROa9U,How to Create Interesting Marketing (and an Excuse to Do Cool Stuff),https://www.youtube.com/watch?v=wv9heJROa9U,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/18-how-to-create-interesting-marketing-and-an-excuse-to-do-cool-stuff--wv9heJROa9U.md,success,auto-generated,en,success,62,431,431,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,19,djJxmLsLPxI,Marketing Strategy and Consistency,https://www.youtube.com/watch?v=djJxmLsLPxI,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/19-marketing-strategy-and-consistency--djJxmLsLPxI.md,success,unavailable,unknown,unavailable,0,0,0,unavailable,TranscriptsDisabled,"Could not retrieve a transcript for the video https://www.youtube.com/watch?v=djJxmLsLPxI! This is most likely caused by: Subtitles are disabled for this video If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make su",2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,20,_f5cxP1Ci4k,Marketing Strategy Battle (DIY vs D4Y vs DWY),https://www.youtube.com/watch?v=_f5cxP1Ci4k,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/20-marketing-strategy-battle-diy-vs-d4y-vs-dwy--_f5cxP1Ci4k.md,success,auto-generated,en,success,118,831,831,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,21,XAJYVJ5hgDs,7 Valuable Marketing Strategy Lessons (From Traffic & Conversion 2018),https://www.youtube.com/watch?v=XAJYVJ5hgDs,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/21-7-valuable-marketing-strategy-lessons-from-traffic-and-conversion-2018--XAJYVJ5hgDs.md,success,auto-generated,en,success,126,863,863,complete,,,2026-07-24
7,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,Entire playlist,22,3qcrb_T8TtI,How To Increase Your Sales With Good Design,https://www.youtube.com/watch?v=3qcrb_T8TtI,false,PLxb4RhBMfU_Hhurhw3HLXxoQXa_LhXAHv,Modern Marketing Minute,transcripts/adam-erhart/07-modern-marketing-minute/22-how-to-increase-your-sales-with-good-design--3qcrb_T8TtI.md,success,auto-generated,en,success,57,402,402,complete,,,2026-07-24
8,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,Selected supplied videos,1,_rVKxx-mUDQ,"How To Write Great Content | Content Marketing For Your Blog, Website, Or Ads (2026)",https://www.youtube.com/watch?v=_rVKxx-mUDQ,true,PLxb4RhBMfU_HQTzrP-9v22MyqZu-Z3kUj,Content Marketing Strategy,transcripts/adam-erhart/05-content-marketing-strategy/06-how-to-write-great-content-content-marketing-for-your-blog-website-or-ads-2026--_rVKxx-mUDQ.md,success,manual,en,success,267,3689,3689,complete,,,2026-07-24
8,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,Selected supplied videos,2,kJ6V76Zd05Q,"How To Write Great Content – Content Marketing For Your Blog, Website, Or Ads",https://www.youtube.com/watch?v=kJ6V76Zd05Q,true,PLxb4RhBMfU_GoiBMtU9WPwVPnIGYCpCZz,Marketing Strategy 101,transcripts/adam-erhart/06-marketing-strategy-101/04-how-to-write-great-content-content-marketing-for-your-blog-website-or-ads--kJ6V76Zd05Q.md,success,auto-generated,en,success,181,1220,1220,complete,,,2026-07-24
8,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,Selected supplied videos,3,-chPfQn0c7U,This Type of Tagline Makes Money (…How to Write a Great Tagline),https://www.youtube.com/watch?v=-chPfQn0c7U,false,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,transcripts/adam-erhart/08-epic-content-marketing/03-this-type-of-tagline-makes-money-how-to-write-a-great-tagline---chPfQn0c7U.md,success,manual,en,success,183,1349,1349,complete,,,2026-07-24
8,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,Selected supplied videos,4,rG88y8Lgv0w,How To Create Content Fast - 7 Content Marketing Strategy Tips,https://www.youtube.com/watch?v=rG88y8Lgv0w,true,PLxb4RhBMfU_HQTzrP-9v22MyqZu-Z3kUj,Content Marketing Strategy,transcripts/adam-erhart/05-content-marketing-strategy/01-how-to-create-content-fast-7-content-marketing-strategy-tips--rG88y8Lgv0w.md,success,auto-generated,en,success,195,1309,1309,complete,,,2026-07-24
8,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,Selected supplied videos,5,DmRDV0W2v1k,Content Marketing Strategy -  The Power Of Consistent And Quality Content,https://www.youtube.com/watch?v=DmRDV0W2v1k,false,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,transcripts/adam-erhart/08-epic-content-marketing/05-content-marketing-strategy-the-power-of-consistent-and-quality-content--DmRDV0W2v1k.md,success,auto-generated,en,success,135,874,874,complete,,,2026-07-24
8,PLxb4RhBMfU_HfQW9UtshQxeOA9-iV6bYo,Epic Content Marketing,Selected supplied videos,6,OD22G8JRjQM,This Is The Marketing STRATEGY That Will CHANGE Your BUSINESS | Adam Erhart,https://www.youtube.com/watch?v=OD22G8JRjQM,true,PLxb4RhBMfU_HQTzrP-9v22MyqZu-Z3kUj,Content Marketing Strategy,transcripts/adam-erhart/05-content-marketing-strategy/07-this-is-the-marketing-strategy-that-will-change-your-business-adam-erhart--OD22G8JRjQM.md,success,auto-generated,en,success,421,2953,2953,complete,,,2026-07-24
